row_number	paiddeposit	scholarship_yes_no	Type_of_scholarship_offered	Female	Race	HS_rank	HS_class_size	HS_Quintile	HS_CODE	HS_NAME	SAT_math	SAT_verbal	ACT	Honors_college_eligible	distancefromPitt	state	Number_of_family_alumni	father_alumni	grand_alumni	mother_alumni	sibling_alumni	step_parent_alumni	other_family_alumni	SAT_composite	ACT_as_SAT	Max_Test_Score	Training	from_PA
999	0	0		1.00	white	98.0	276	2/5	390527	CEDAR_CLIFF_HIGH_SCHOOL	550.0	550.0		no	156.8703515217780000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
1002	1	1	U1	1.00	white				391920	JENKINTOWN_JR_SR_HIGH_S	660.0	590.0		no	256.3560389632900000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1250		1250	1.00	1.00
1009	0	0		1.00	Asian	64.0	265	2/5	470801	PAUL_VI_HIGH_SCHOOL	600.0	630.0		no	187.8269684552120000	DC	0	0.00	0.00	0.00	0.00	0.00	0.00	1230		1230	1.00	0.00
1012	1	0		0.00	white	22.0	158	1/5	331670	DUNKIRK_HIGH_SCHOOL	500.0	600.0		no	144.2531930475660000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	0.00
1013	1	0		0.00	white	10.0	55	1/5	393740	CORNELL_HIGH_SCHOOL	510.0	600.0		no	13.2796585170983000	PA	3	0.00	1.00	1.00	0.00	0.00	1.00	1110		1110	1.00	1.00
1014	0	0		1.00	white	26.0	175	1/5	391260	EAST_PENNSBORO_AREA_HIG	560.0	460.0		no	159.0335888069490000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1020		1020	1.00	1.00
1015	0	0		0.00	white	62.0	309	1/5	390930	DALLASTOWN_AREA_HIGH_SC	530.0	560.0		no	174.6301281284310000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	1.00
1017	0	0		1.00	Asian	68.0	290	2/5	390065	WISSAHICKON_HIGH_SCHOOL	600.0	550.0		no	247.3633143781140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	1.00
1018	0	0		0.00	Asian	99.0	200	3/5	391512	PINE_RICHLAND_HIGH_SCHO	610.0	480.0		no	12.5667002958527000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	1.00
1020	0	1	U4	1.00	Hispanic				153265	SAINT_JOSEPHS_HIGH_SCHO	510.0	530.0	23.0	no	334.7074839855950000	IN	0	0.00	0.00	0.00	0.00	0.00	0.00	1040	1070	1070	1.00	0.00
1027	1	0		0.00	Asian	76.0	268	2/5	311079	PARSIPPANY_HILLS_HIGH_S	690.0	650.0		no	288.6270756883740000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1340		1340	1.00	0.00
1030	1	0		0.00	white	146.0	281	3/5	390065	WISSAHICKON_HIGH_SCHOOL	510.0	530.0		no	247.3633143781140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1040		1040	1.00	1.00
1031	1	0		0.00	white	25.0	221	1/5	390230	BELLE_VERNON_AREA_HIGH	620.0	540.0		no	21.6965237332406000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	1.00
1032	0	0		1.00	white	82.0	247	2/5	391200	ELIZABETHTOWN_AREA_HIGH	640.0	550.0		no	177.9387542169800000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	1.00	1.00
1033	0	0		0.00	white	52.0	268	1/5	392765	NORTH_POCONO_HIGH_SCHOO	650.0	530.0		no	239.3671499638540000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	1.00	1.00
1036	1	0		0.00	white	183.0	425	3/5	310753	BRIDGEWATER_RARITAN_REG	610.0	550.0		no	280.2953494282400000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	0.00
1046	0	0		0.00	white	28.0	200	1/5	391545	SUSQUEHANNOCK_HIGH_SCHO	690.0	460.0		no	175.7042742763510000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	1.00
1052	1	0		1.00	white	42.0	182	2/5	393083	OIL_CITY_AREA_SR_HIGH_S	550.0	430.0	21.0	no	69.7212452240065000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	980	990	990	1.00	1.00
1053	0	0		0.00	white	99.0	390	2/5	331880	FARMINGDALE_HIGH_SCHOOL	520.0	490.0		no	341.0864191919390000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1010		1010	1.00	0.00
1056	0	1	U4	1.00	white	34.0	380	1/10	220575	CHELMSFORD_HIGH_SCHOOL	630.0	650.0		yes	469.1626168757060000	MA	0	0.00	0.00	0.00	0.00	0.00	0.00	1280		1280	1.00	0.00
1063	0	0		0.00	white	20.0	89	2/5	471815	RADFORD_HIGH_SCHOOL	570.0	660.0		no	231.2167878960130000	VA	0	0.00	0.00	0.00	0.00	0.00	0.00	1230		1230	1.00	0.00
1064	0	1	U1	0.00	white				394080	HILL_SCHOOL_THE	550.0	660.0		no	229.8831852033370000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1210		1210	1.00	1.00
1068	0	0		0.00	white				394080	HILL_SCHOOL_THE	590.0	480.0	19.0	no	226.3381357860640000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1070	910	1070	1.00	1.00
1071	1	1	U2	0.00	white	9.0	99	1/10	395308	LOYALSOCK_TOWNSHIP_SR_H	660.0	600.0		yes	169.4684877290760000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1260		1260	1.00	1.00
1072	1	0		1.00	white	20.0	254	1/10	394950	LAUREL_HIGHLANDS_SR_HIG	580.0	500.0		no	40.1419990162524000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	1.00	1.00
1074	1	0		1.00	white				470785	FAIRFAX_HIGH_SCHOOL	520.0	470.0		no	178.4317735717580000	VA	0	0.00	0.00	0.00	0.00	0.00	0.00	990		990	1.00	0.00
1076	0	0		0.00	white	57.0	413	1/5	393659	WOODLAND_HILLS_HIGH_SCH	590.0	530.0		no	4.4473813401488400	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	1.00	1.00
1078	1	0		1.00	white	15.0	95	1/5	390515	CALIFORNIA_AREA_SR_HIGH	600.0	490.0		no	26.5513521026150000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	1.00
1079	1	0		0.00	white	34.0	113	2/5	310667	KINNELON_HIGH_SCHOOL	670.0	580.0		no	295.4766898126320000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1250		1250	1.00	0.00
1082	0	0		0.00	black	153.0	371	3/5	393280	CHELTENHAM_TOWNSHIP_HIG	610.0	600.0		no	254.3012069394140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1210		1210	1.00	1.00
1085	0	0		0.00	white	22.0	208	1/10	393655	CENTRAL_CATHOLIC_HIGH_S	610.0	590.0		no	2.5406151562594100	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1200		1200	1.00	1.00
1086	1	0		1.00	Asian	42.0	469	1/10	390603	CHAMBERSBURG_AREA_SR_HI	580.0	600.0		no	126.4177983687110000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	1.00	1.00
1087	1	0		0.00	white	307.0	906	2/5	392985	COUNCIL_ROCK_HIGH_SCHOO	680.0	520.0		no	261.5405209521710000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1200		1200	1.00	1.00
1090	0	0		0.00	white	96.0	682	1/5	300430	NASHUA_HIGH_SCHOOL	500.0	570.0		no	465.0720374633050000	NH	1	0.00	0.00	0.00	0.00	0.00	1.00	1070		1070	1.00	0.00
1092	0	0		0.00	white				334260	LA_SALLE_CENTER	520.0	490.0		no	357.7436073099010000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1010		1010	1.00	0.00
1096	0	0		0.00	Hispanic				311019	NORTH_BRUNSWICK_TWP_HIG	600.0	490.0		no	287.9984384510180000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	0.00
1098	0	0		0.00	white	57.0	390	1/5	391895	NORWIN_SENIOR_HIGH_SCHO	520.0	430.0		no	14.8914249117309000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	950		950	1.00	1.00
1100	0	0		0.00	white				340663	CHARLOTTE_LATIN_SCHOOL	660.0	620.0		no	369.8473260797620000	NC	1	0.00	0.00	1.00	0.00	0.00	0.00	1280		1280	1.00	0.00
1106	1	0		0.00	Hispanic	6.0	179	1/10	100745	BOLLES_SCHOOL_THE	540.0	610.0	21.0	no	235.0382273381020000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150	990	1150	1.00	1.00
1109	0	0		0.00	white	73.0	594	1/5	394756	POCONO_MOUNTAIN_HIGH_SC	570.0	480.0		no	249.5444291247350000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1050		1050	1.00	1.00
1112	0	0		0.00	black	61.0	92	4/5	393356	J_R_MASTERMAN_LAB_&_DEM	560.0	560.0		no	258.5582854351930000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	1.00	1.00
1124	0	0		0.00	white	113.0	321	2/5	393000	MARPLE_NEWTOWN_HIGH_SCH	560.0	610.0		no	243.0447438846680000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1170		1170	1.00	1.00
1127	0	1	U4	0.00	Hispanic	76.0	665	1/5	331378	CICERO_NO_SYRACUSE_HIGH	640.0	640.0		yes	274.0821579920050000	NY	1	0.00	0.00	0.00	0.00	0.00	1.00	1280		1280	1.00	0.00
1137	0	0		0.00	white	134.0	296	3/5	390105	LOWER_MERION_HIGH_SCHOO	580.0	560.0		no	248.9628406240130000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	1.00	1.00
1139	0	1	RL	0.00	black	7.0	627	1/10	050888	ETIWANDA_HIGH_SCHOOL	800.0	690.0		yes	2096.7538491577800000	CA	0	0.00	0.00	0.00	0.00	0.00	0.00	1490		1490	1.00	0.00
1143	0	1	IL	0.00	white	94.0	449	2/5	143215	GLENBROOK_NORTH_HIGH_SC	800.0	730.0		yes	426.2073785994200000	IL	0	0.00	0.00	0.00	0.00	0.00	0.00	1530		1530	1.00	0.00
1144	0	0		1.00	black				393321	GERMANTOWN_ACADEMY	560.0	560.0		no	251.1207056171550000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	1.00	1.00
1149	0	0		1.00	white	11.0	595	1/10	391718	HAZLETON_AREA_HIGH_SCHO	480.0	500.0	22.0	no	211.5491354657500000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	980	1030	1030	1.00	1.00
1153	0	0		1.00	black	180.0	371	3/5	393280	CHELTENHAM_TOWNSHIP_HIG	480.0	480.0		no	257.3593074012880000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	960		960	1.00	1.00
1157	1	0		0.00	black				210275	BLADENSBURG_HIGH_SCHOOL	580.0	460.0		no	193.0452832149550000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	1040		1040	1.00	0.00
1161	0	0		0.00	not_indicated	71.0	257	2/5	222075	STOUGHTON_HIGH_SCHOOL	560.0	540.0		no	474.0894783675420000	MA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	0.00
1167	0	1	U4	0.00	Hispanic	26.0	148	1/5	335712	VALLEY_STREAM_SOUTH_HIG	660.0	640.0		yes	328.4198886252310000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1300		1300	1.00	0.00
1170	0	1	U1	0.00	white				311260	HUN_SCHOOL_OF_PRINCETON	740.0	580.0		yes	264.5120606503370000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1320		1320	1.00	1.00
1172	0	0		0.00	black	59.0	137	3/5	210532	BISHOP_MCNAMARA_HIGH_SC	610.0	580.0		no	200.2378500809800000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	1.00	0.00
1178	0	1	U2	1.00	black	16.0	184	1/10	393550	WEST_PHILADELPHIA_CATHO	430.0	590.0		no	251.6268743229220000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1020		1020	1.00	1.00
1184	0	0		0.00	white	38.0	136	2/5	394567	TRINITY_HIGH_SCHOOL	580.0	560.0		no	160.1275284422870000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	1.00	1.00
1187	0	0		0.00	white	203.0	562	2/5	331870	FAIRPORT_HIGH_SCHOOL	640.0	530.0	24.0	no	224.4032914096420000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1170	1110	1170	1.00	0.00
1191	0	0		0.00	white	16.0	245	1/10	390042	HOPEWELL_SENIOR_HIGH_SC	650.0	540.0		no	20.4799746130702000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1190		1190	1.00	1.00
1198	1	1	U1	0.00	white	27.0	108	2/5	395325	SOUTH_WILLIAMSPORT_JR_S	680.0	690.0		no	163.2580342847810000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1370		1370	1.00	1.00
1205	1	0		0.00	white	40.0	204	1/5	393075	WEST_ALLEGHENY_SR_HIGH	620.0	710.0		no	20.9643561001242000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1330		1330	1.00	1.00
1216	1	1	U6	0.00	white	65.0	340	1/5	361350	SAINT_IGNATIUS_HIGH_SCH	640.0	560.0	30.0	no	123.7980021457110000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00	1200	1340	1340	1.00	0.00
1227	1	0		1.00	white	122.0	490	2/5	390740	COATESVILLE_AREA_SR_HIG	590.0	570.0	24.0	no	220.3886802136310000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160	1110	1160	1.00	1.00
1237	1	0		0.00	white	232.0	433	3/5	393730	MOUNT_LEBANON_HIGH_SCHO	570.0	560.0		no	6.8505915489159400	PA	2	1.00	0.00	1.00	0.00	0.00	0.00	1130		1130	1.00	1.00
1238	0	0		1.00	white	165.0	375	3/5	334325	ORCHARD_PARK_HIGH_SCHOO	640.0	600.0		no	172.1155293726050000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1240		1240	1.00	0.00
1240	0	0		1.00	black				220600	BRIMMER_&_MAY_SCHOOL_TH	570.0	550.0		no	473.6984708896050000	MA	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	1.00	0.00
1241	0	1	CG	1.00	black				470353	LAKE_BRADDOCK_SECONDARY	490.0	460.0		no	182.6737626050500000	VA	0	0.00	0.00	0.00	0.00	0.00	0.00	950		950	1.00	0.00
1245	0	0		1.00	white				470801	PAUL_VI_HIGH_SCHOOL	560.0	570.0		no	187.8269684552120000	DC	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	0.00
1246	0	1	RL	1.00	black	14.0	92	1/5	090017	BENJAMIN_BANNEKER_HIGH	610.0	610.0		no	187.6456860292980000	DC	0	0.00	0.00	0.00	0.00	0.00	0.00	1220		1220	1.00	0.00
1249	0	0		0.00	white	91.0	321	2/5	393000	MARPLE_NEWTOWN_HIGH_SCH	640.0	590.0		no	244.8211430506400000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1230		1230	1.00	1.00
1254	0	0		0.00	white				210271	WALT_WHITMAN_HIGH_SCHOO	670.0	520.0		no	180.1423925169790000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	1.00	0.00
1257	0	0		0.00	white				210512	MOUNT_HEBRON_HIGH_SCHOO	560.0	530.0		no	183.1107286362980000	MD	1	0.00	0.00	0.00	0.00	0.00	1.00	1090		1090	1.00	0.00
1260	0	0		1.00	Hispanic	156.0	386	2/5	395164	EAST_SENIOR_HIGH_SCHOOL	520.0	480.0		no	232.3633823128400000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1000		1000	1.00	1.00
1264	0	0		1.00	white	56.0	226	2/5	394085	OWEN_J_ROBERTS_HIGH_SCH	580.0	640.0		no	227.8990995902790000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1220		1220	1.00	1.00
1270	1	0		1.00	white	17.0	193	1/10	391755	YOUGH_SENIOR_HIGH_SCHOO	590.0	550.0		no	19.3441356824273000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1140		1140	1.00	1.00
1272	0	0		1.00	white				390105	LOWER_MERION_HIGH_SCHOO	610.0	720.0		no	248.9628406240130000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1330		1330	1.00	1.00
1275	0	1	U4	0.00	black	5.0	328	1/10	332535	ITHACA_HIGH_SCHOOL	590.0	520.0		no	226.7742769980720000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1110		1110	1.00	0.00
1277	0	0		0.00	Asian	166.0	311	3/5	393707	UPPER_SAINT_CLAIR_HIGH	640.0	550.0	24.0	no	10.1367287607102000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190	1110	1190	1.00	1.00
1280	0	1	U1	1.00	not_indicated				393745	NORTH_ALLEGHENY_SR_HIGH	690.0	670.0	27.0	yes	13.2630784242623000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1360	1220	1360	1.00	1.00
1282	0	1	U4	1.00	white	20.0	302	1/10	361210	CHARLES_F_BRUSH_HIGH_SC	600.0	600.0	25.0	yes	111.3750856574270000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00	1200	1150	1200	1.00	0.00
1283	1	0		0.00	white				390335	MORAVIAN_ACADEMY	570.0	620.0		no	241.9790832884510000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	1.00	1.00
1287	0	0		0.00	white	107.0	212	3/5	311367	IMMACULATA_HIGH_SCHOOL	630.0	640.0		no	269.7308979850560000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1270		1270	1.00	0.00
1291	0	0		0.00	white	168.0	296	3/5	390105	LOWER_MERION_HIGH_SCHOO	570.0	560.0		no	248.9628406240130000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	1.00
1292	0	0		0.00	white	122.0	334	2/5	311415	ROXBURY_HIGH_SCHOOL	600.0	550.0		no	279.5926522221170000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	0.00
1305	1	0		0.00	white	151.0	277	3/5	392835	FRANKLIN_REGIONAL_SR_HI	570.0	520.0		no	14.2289464505682000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	1.00
1306	0	0		0.00	white	95.0	456	2/5	391550	SHALER_AREA_HIGH_SCHOOL	510.0	540.0		no	4.3027580355889400	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1050		1050	1.00	1.00
1310	0	0		0.00	black				395015	STRATH_HAVEN_HIGH_SCHOO	470.0	520.0		no	246.3984104500080000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	990		990	1.00	1.00
1315	0	0		0.00	white	96.0	178	3/5	390923	DALLAS_SENIOR_HIGH_SCHO	510.0	570.0		no	216.5790069592040000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	1.00	1.00
1320	0	0		0.00	white	97.0	397	2/5	392270	BETHEL_PARK_SR_HIGH_SCH	630.0	620.0		no	9.6076641317545200	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1250		1250	1.00	1.00
1322	0	0		0.00	not_indicated	54.0	142	2/5	391365	FAIRVIEW_HIGH_SCHOOL	600.0	590.0		no	111.4579565233630000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	1.00	1.00
1324	0	0		1.00	white	35.0	274	1/5	363010	CLOVERLEAF_SENIOR_HIGH	640.0	580.0	28.0	no	120.6953608711120000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00	1220	1260	1260	1.00	0.00
1326	0	0		1.00	Asian				562040	SEOUL_AMERICAN_HIGH_SCH	660.0	420.0		no	1517.3672887989500000	NM	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	1.00	0.00
1327	0	1	U4	0.00	black	12.0	262	1/10	222034	HIGH_SCHOOL_OF_SCIENCE	620.0	550.0	24.0	yes	402.4791449424120000	MA	0	0.00	0.00	0.00	0.00	0.00	0.00	1170	1110	1170	1.00	0.00
1338	1	0		0.00	white	153.0	288	3/5	395032	ARCHBISHOP_WOOD_HIGH_SC	520.0	570.0		no	262.9794711652640000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1090		1090	1.00	1.00
1341	0	0		1.00	white	98.0	453	2/5	393763	PENN_HILLS_SENIOR_HIGH	560.0	460.0		no	6.8125318836128100	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1020		1020	1.00	1.00
1348	0	0		0.00	white	8.0	87	1/10	391945	JIM_THORPE_SENIOR_HIGH	490.0	490.0		no	223.1033032698450000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	980		980	1.00	1.00
1349	0	1	HT	0.00	Asian				393745	NORTH_ALLEGHENY_SR_HIGH	800.0	700.0		yes	8.6184911845557500	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1500		1500	1.00	1.00
1369	1	1	U2	0.00	white	2.0	73	1/10	390805	CONNEAUT_VALLEY_HIGH_SC	660.0	740.0		yes	97.1078017174896000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1400		1400	1.00	1.00
1376	0	0		0.00	American_Indian	143.0	283	3/5	310005	NORTH_HUNTERDON_HIGH_SC	630.0	510.0		no	265.3097088561430000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	1.00	0.00
1380	1	0		0.00	white	26.0	187	1/5	391430	FRANKLIN_AREA_SR_HIGH_S	610.0	620.0		no	66.7899002627419000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1230		1230	1.00	1.00
1381	1	0		0.00	white	132.0	422	2/5	391980	WILLIAM_TENNENT_HIGH_SC	520.0	480.0		no	259.1858170260490000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1000		1000	1.00	1.00
1384	0	0		1.00	white	28.0	296	1/10	390530	CANON_MCMILLAN_HIGH_SCH	540.0	490.0		no	10.7885716996299000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1030		1030	1.00	1.00
1385	0	0		1.00	white	58.0	321	1/5	100370	SEABREEZE_HIGH_SCHOOL	530.0	580.0		no	774.6332844926470000	FL	0	0.00	0.00	0.00	0.00	0.00	0.00	1110		1110	1.00	0.00
1390	0	1	U8	1.00	Asian	25.0	331	1/10	240380	CAMBRIDGE_ISANTI_HIGH_S			30.0	yes	760.3393238767500000	MN	0	0.00	0.00	0.00	0.00	0.00	0.00		1340	1340	1.00	0.00
1391	1	0		1.00	Asian				361833	MIAMI_VALLEY_SCHOOL	660.0	630.0	27.0	yes	228.4854418884910000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00	1290	1220	1290	1.00	0.00
1396	1	1	RL	0.00	black				211051	LARGO_SENIOR_HIGH_SCHOO	570.0	650.0	25.0	no	196.8204443956530000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	1220	1150	1220	1.00	0.00
1401	0	1	U4	1.00	black	12.0	350	1/10	330495	BRENTWOOD_HIGH_SCHOOL	560.0	610.0		no	352.5156368710030000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1170		1170	1.00	0.00
1403	1	0		1.00	white	42.0	247	1/5	392550	MECHANICSBURG_AREA_SR_H	690.0	580.0	26.0	no	156.8703515217780000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1270	1190	1270	1.00	1.00
1417	1	0		1.00	not_indicated	26.0	104	2/5	391823	SOUTH_SIDE_HIGH_SCHOOL	520.0	520.0		no	26.2588616314795000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1040		1040	1.00	1.00
1418	1	0		0.00	white	70.0	236	2/5	394145	EXETER_TOWNSHIP_SR_HIGH	540.0	590.0		no	215.4355511310870000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	1.00
1422	0	0		0.00	white				390295	CONESTOGA_HIGH_SCHOOL	550.0	470.0		no	235.1172132084430000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1020		1020	1.00	1.00
1430	1	0		0.00	white	83.0	147	3/5	394290	HARRITON_HIGH_SCH_LOWER	670.0	480.0		no	248.1960954744750000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	1.00
1439	1	0		0.00	white	31.0	170	1/5	392693	CENTER_HIGH_SCHOOL	610.0	690.0		no	23.7326603972480000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1300		1300	1.00	1.00
1441	1	0		0.00	white	70.0	385	1/5	392270	BETHEL_PARK_SR_HIGH_SCH	600.0	590.0		no	9.6076641317545200	PA	2	1.00	0.00	0.00	0.00	0.00	1.00	1190		1190	1.00	1.00
1455	1	0		0.00	white	48.0	212	2/5	390655	THOMAS_JEFFERSON_HIGH_S	620.0	570.0	27.0	no	6.9137346122598500	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190	1220	1220	1.00	1.00
