Date,ZM,TSLA,log_zm,log_return
6/19/2020,243.479996,200.179993,5.49503478719727,0.007875472054936772
6/22/2020,251.270004,198.863998,5.526528074114395,0.03149328691712583
6/23/2020,252.809998,200.35600300000002,5.532638210541292,0.0061101364268969505
6/24/2020,255.899994,192.169998,5.544786719719084,0.012148509177791311
6/25/2020,259.51001,197.195999,5.558795276043097,0.0140085563240131
6/26/2020,256.799988,191.94799799999998,5.548297525086833,-0.010497750956263374
6/29/2020,248.559998,201.869995,5.515684257038445,-0.03261326804838838
6/30/2020,253.539993,215.962006,5.535521573901525,0.019837316863079657
7/1/2020,259.130005,223.92599500000003,5.557329885571823,0.021808311670298508
7/2/2020,261.73999,241.731995,5.5673516064214805,0.010021720849657356
7/6/2020,261.0,274.31601,5.564520407322694,-0.0028311990987868185
7/7/2020,262.100006,277.971985,5.568726133221387,0.004205725898692947
7/8/2020,266.320007,273.175995,5.584698619550938,0.015972486329551394
7/9/2020,269.519989,278.85598799999997,5.596642558284999,0.011943938734060744
7/10/2020,275.869995,308.929993,5.619929722137747,0.023287163852748094
7/13/2020,260.299988,299.411987,5.5618347658998655,-0.05809495623788141
7/14/2020,260.01001,303.359985,5.560720130274422,-0.0011146356254432277
7/15/2020,256.22000099999997,309.201996,5.546036454331183,-0.014683675943238939
7/16/2020,248.539993,300.127991,5.515603770213367,-0.030432684117815967
7/17/2020,246.539993,300.167999,5.507524223730415,-0.008079546482952615
7/20/2020,268.579987,328.600006,5.593148772750317,0.08562454901990257
7/21/2020,260.440002,313.67199700000003,5.562372516047973,-0.030776256702344185
7/22/2020,261.179993,318.466003,5.565209797990821,0.0028372819428481577
7/23/2020,251.5,302.614014,5.527442989539794,-0.03776680845102742
7/24/2020,246.559998,283.399994,5.50760536346019,-0.019837626079604043
7/27/2020,252.330002,307.920013,5.5307377625685845,0.023132399108394708
7/28/2020,252.17999300000002,295.298004,5.53014309048713,-0.0005946720814549167
7/29/2020,252.38999900000002,299.821991,5.53097550626871,0.0008324157815806643
7/30/2020,250.0,297.49798599999997,5.521460917862246,-0.009514588406464242
7/31/2020,253.91000400000001,286.152008,5.53697988927353,0.015518971411284
8/3/2020,268.0,297.0,5.5909869805108565,0.0540070912373265
8/4/2020,267.339996,297.399994,5.588521241581106,-0.0024657389297502164
8/5/2020,272.899994,297.003998,5.609105405728217,0.020584164147110506
8/6/2020,268.25,297.91598500000003,5.591919381510808,-0.017186024217409113
8/7/2020,258.730011,290.541992,5.555785089421563,-0.0361342920892449
8/10/2020,250.0,283.713989,5.521460917862246,-0.034324171559316774
8/11/2020,231.039993,274.877991,5.442590825406677,-0.07887009245556875
8/12/2020,236.72000099999997,310.951996,5.4668780123163545,0.02428718690967724
8/13/2020,247.25,324.200012,5.510399970502822,0.0435219581864672
8/14/2020,244.91000400000001,330.141998,5.500890812450066,-0.009509158052755318
8/17/2020,266.149994,367.127991,5.584060037075088,0.08316922462502152
8/18/2020,276.799988,377.417999,5.623295180390913,0.03923514331582467
8/19/2020,273.51001,375.705994,5.611338220826655,-0.011956959564257907
8/20/2020,290.690002,400.365997,5.672257414128525,0.06091919330187068
8/21/2020,289.679993,409.996002,5.66877684129279,-0.0034805728357349963
8/24/2020,282.27999900000003,402.839996,5.642899482590048,-0.025877358702742548
8/25/2020,290.440002,404.667999,5.67139702139815,0.028497538808101908
8/26/2020,295.269989,430.634003,5.6878901547333,0.016493133335150567
8/27/2020,294.679993,447.75,5.6858899980600315,-0.0020001566732688048
8/28/2020,299.269989,442.67999299999997,5.701346139199744,0.01545614113971272
8/31/2020,325.100006,498.32000700000003,5.784132845765719,0.08278670656597509
9/1/2020,457.69000199999994,475.049988,6.126192103418391,0.34205925765267153
9/2/2020,423.55999800000006,447.369995,6.048695175840373,-0.07749692757801796
9/3/2020,381.320007,407.0,5.943638935982662,-0.10505623985771084
9/4/2020,369.890015,418.320007,5.913205704691967,-0.030433231290695417
9/8/2020,350.880005,330.209991,5.860444298919464,-0.05276140577250299
9/9/2020,389.649994,366.27999900000003,5.965248884891135,0.10480458597167175
9/10/2020,384.480011,371.339996,5.951891800598229,-0.013357084292906052
9/11/2020,383.0,372.72000099999997,5.948034989180646,-0.00385681141758365
9/14/2020,403.51001,419.619995,6.000201295332899,0.05216630615225348
9/15/2020,410.940002,449.76000999999997,6.01844722330476,0.01824592797186053
9/16/2020,408.170013,441.76000999999997,6.0116837861388515,-0.006763437165908215
